Codice,Comune,viaggiatore,contatto_non_stretto,contatto_stretto_con_caso_sospetto,contatto stretto_concasocderto?,caso_sospetto,caso_positivo,ospite_CDS_CDR,ricoverato,caso pos per indagine epidemiologica,totale,totale casi pos successivo_a_caso_data,totale casi pos_Caso_data,Differenza,data,popolazione al 31Dec2019
23020,Castagnaro,-,,-,6,-,19,-,3,5,33,27,28,-1,21-Nov-20,3656
23021,Castel D'Azzano,-,,-,40,-,66,9,4,33,152,112,129,-17,21-Nov-20,1199
23022,Castelnuovo Del Garda,1,,-,10,1,49,6,4,105,176,164,169,-5,21-Nov-20,13407
23023,Cavaion Veronese,-,,-,7,-,22,1,3,31,64,57,56,1,21-Nov-20,6015
23024,Cazzano Di Tramigna,-,,-,4,-,10,1,-,6,21,17,19,-2,21-Nov-20,1489
23025,Cerea,-,,-,50,2,111,14,5,26,208,156,158,-2,21-Nov-20,16717
23026,Cerro Veronese,-,,-,8,1,12,-,-,6,27,18,15,3,21-Nov-20,2497
23027,Cologna Veneta,-,,-,11,-,26,-,4,27,68,57,63,-6,21-Nov-20,8499
23028,Colognola Ai Colli,3,,2,10,2,33,4,-,23,77,60,59,1,21-Nov-20,8722
23029,Concamarise,-,,-,-,-,3,-,-,6,9,9,10,-1,21-Nov-20,1089
23030,Costermano,-,,-,3,-,6,-,1,17,27,24,25,-1,21-Nov-20,3902
23031,Dolce',-,,-,7,-,11,2,-,20,40,33,30,3,21-Nov-20,261
23032,Erbe',-,,-,-,-,3,-,4,12,19,19,20,-1,21-Nov-20,19
23033,Erbezzo,-,,-,1,-,3,1,1,4,10,9,8,1,21-Nov-20,766
23034,Ferrara di Monte Baldo,-,,-,-,-,-,-,-,1,1,1,1,0,21-Nov-20,268
23035,Fumane,-,,-,10,-,19,1,1,12,43,33,34,-1,21-Nov-20,4114
23036,Garda,3,,-,10,-,5,1,-,13,32,19,20,-1,21-Nov-20,4124
23037,Gazzo Veronese,-,,-,16,1,34,1,4,17,73,56,56,0,21-Nov-20,5282
23038,Grezzana,2,,-,13,-,52,-,1,28,96,81,86,-5,21-Nov-20,10857
23039,Illasi,1,,-,17,1,42,24,2,12,99,80,85,-5,21-Nov-20,5219
23040,Isola Della Scala,4,,-,16,-,23,23,18,122,206,186,189,-3,21-Nov-20,11548
23041,Isola Rizza,-,,-,5,1,13,37,4,16,76,70,79,-9,21-Nov-20,3248
23042,Lavagno,1,,-,9,-,31,-,3,28,72,62,66,-4,21-Nov-20,8561
23043,Lazise,-,,-,1,-,9,2,4,33,49,48,50,-2,21-Nov-20,7063
23044,Legnago,1,,-,127,5,142,2,9,72,358,225,219,6,21-Nov-20,25624
23045,Malcesine,-,,-,-,-,1,-,1,20,22,22,21,1,21-Nov-20,369
23046,Marano Di Valpolicella,-,,-,13,-,14,-,-,18,45,32,31,1,21-Nov-20,3157
23047,Mezzane Di Sotto,2,,-,8,-,14,1,2,2,29,19,18,1,21-Nov-20,2518
23048,Minerbe,-,,-,11,-,44,38,-,24,117,106,110,-4,21-Nov-20,4578
23049,Montecchia Di Crosara,-,,-,12,1,19,-,2,29,63,50,49,1,21-Nov-20,4344
23050,Monteforte D'Alpone,-,,-,14,-,44,20,1,52,131,117,123,-6,21-Nov-20,9048
23051,Mozzecane,-,,-,15,-,41,1,3,79,139,124,124,0,21-Nov-20,7948
23052,Negrar,1,,-,6,1,38,14,10,116,186,178,184,-6,21-Nov-20,17052
23053,Nogara,2,,-,11,-,45,43,6,32,139,126,128,-2,21-Nov-20,8461
23054,Nogarole Rocca,2,,-,6,-,9,8,3,37,65,57,54,3,21-Nov-20,373
23055,Oppeano,-,,3,66,2,57,11,4,28,171,100,101,-1,21-Nov-20,10263
23056,Palu',-,,-,2,-,4,-,1,2,9,7,7,0,21-Nov-20,1254
23057,Pastrengo,-,,-,10,-,15,15,4,10,54,44,43,1,21-Nov-20,3156
23058,Pescantina,-,,-,25,-,53,6,4,93,181,156,161,-5,21-Nov-20,17472
23059,Peschiera Del Garda,1,,-,-,-,12,1,5,85,104,103,110,-7,21-Nov-20,10746
23060,Povegliano Veronese,-,,-,11,1,22,1,10,63,108,96,98,-2,21-Nov-20,7276
23061,Pressana,-,,-,2,-,13,-,-,1,16,14,14,0,21-Nov-20,2523
23062,Rivoli Veronese,-,,-,2,2,4,-,2,20,30,26,24,2,21-Nov-20,2206
23063,Ronca',1,,-,10,-,28,-,2,20,61,50,52,-2,21-Nov-20,3769
23064,Ronco All'Adige,-,,-,14,4,21,1,6,15,61,43,50,-7,21-Nov-20,5952
23065,Roverchiara,3,,-,5,2,9,1,2,12,34,24,23,1,21-Nov-20,2638
23066,Roveredo Di Gua',-,,-,1,-,2,-,2,3,8,7,8,-1,21-Nov-20,1603
23067,Rovere' Veronese,-,,-,4,-,4,-,-,3,11,7,8,-1,21-Nov-20,2101
23068,Salizzole,-,,-,24,3,45,2,1,8,83,56,56,0,21-Nov-20,3833
23069,San Bonifacio,6,,1,42,1,127,12,3,76,268,218,222,-4,21-Nov-20,21529
23070,San Giovanni Ilarione,1,,-,11,-,36,-,1,29,78,66,67,-1,21-Nov-20,5019
23071,San Giovanni Lupatoto,-,,-,65,-,106,10,2,99,282,217,221,-4,21-Nov-20,25434
23072,Sanguinetto,-,,-,23,-,24,15,2,13,77,54,52,2,21-Nov-20,4124
23073,San Martino Buon Albergo,4,,-,49,1,62,31,2,54,203,149,156,-7,21-Nov-20,15799
23074,San Mauro Di Saline,-,,-,-,-,-,-,-,-,-,-,-,0,21-Nov-20,572
23075,San Pietro Di Morubio,-,,1,25,1,23,1,4,11,66,39,41,-2,21-Nov-20,3034
23076,San Pietro In Cariano,1,,-,23,-,40,5,9,66,144,120,126,-6,21-Nov-20,1292
23077,Sant'Ambrogio Di Valpolicella,-,,-,21,-,25,6,4,57,113,92,88,4,21-Nov-20,11959
23078,Sant'Anna D'Alfaedo,-,,-,1,-,12,-,3,4,20,19,20,-1,21-Nov-20,2539
23079,San Zeno Di Montagna,-,,-,-,-,1,-,1,1,3,3,3,0,21-Nov-20,1417
23080,Selva Di Progno,-,,-,7,-,6,-,-,-,13,6,7,-1,21-Nov-20,896
23081,Soave,-,,-,32,-,69,7,1,46,155,123,113,10,21-Nov-20,7106
23082,Sommacampagna,-,,-,17,-,40,3,13,157,230,213,217,-4,21-Nov-20,14865
23083,Sona,-,,-,19,-,54,3,7,140,223,204,218,-14,21-Nov-20,17719
23084,Sorga',-,,-,4,-,17,-,2,4,27,23,24,-1,21-Nov-20,3013
23085,Terrazzo,-,,-,11,-,11,-,-,3,25,14,18,-4,21-Nov-20,2153
23086,Torri Del Benaco,1,,-,-,-,-,-,-,7,8,7,7,0,21-Nov-20,3053
23087,Tregnago,-,,-,9,-,19,4,1,24,57,48,47,1,21-Nov-20,4902
23088,Trevenzuolo,-,,-,3,-,19,2,-,43,67,64,65,-1,21-Nov-20,2776
23089,Valeggio Sul Mincio,-,,-,10,-,51,-,12,108,181,171,178,-7,21-Nov-20,15729
23090,Velo Veronese,-,,-,-,-,3,-,-,3,6,6,5,1,21-Nov-20,754
23091,Verona,20,,1,608,10,1072,53,97,864,2725,2086,2139,-53,21-Nov-20,259785
23092,Veronella,-,,-,42,-,33,-,-,12,87,45,55,-10,21-Nov-20,5106
23093,Vestenanova,-,,-,1,-,9,-,-,8,18,17,19,-2,21-Nov-20,2564
23094,Vigasio,4,,-,12,-,29,4,3,78,130,114,116,-2,21-Nov-20,10329
23095,Villa Bartolomea,-,,-,26,-,26,-,1,14,67,41,36,5,21-Nov-20,5832
23096,Villafranca Di Verona,1,,-,28,-,95,3,29,249,405,376,386,-10,21-Nov-20,33443
23097,Zevio,-,,-,37,3,72,1,5,36,154,114,119,-5,21-Nov-20,15218
23098,Zimella,1,,-,10,-,23,-,2,35,71,60,61,-1,21-Nov-20,4882
23001,Affi,-,,-,6,-,6,1,1,7,21,15,15,0,22-Nov-20,
23002,Albaredo D'Adige,-,,1,20,-,28,-,1,6,56,35,35,0,22-Nov-20,
23003,Angiari,-,,-,8,-,17,-,2,4,31,23,20,3,22-Nov-20,
23004,Arcole,-,,-,6,-,35,1,3,18,63,57,60,-3,22-Nov-20,
23005,Badia Calavena,-,,-,3,-,9,1,3,-,16,13,13,0,22-Nov-20,
23006,Bardolino,2,,-,17,3,28,3,5,23,81,59,59,0,22-Nov-20,
23007,Belfiore,-,,-,11,-,23,-,1,5,40,29,28,1,22-Nov-20,
23008,Bevilacqua,-,,-,7,1,25,-,1,3,37,29,29,0,22-Nov-20,
23009,Bonavigo,-,,-,1,-,14,-,1,5,21,20,21,-1,22-Nov-20,
23010,Boschi Sant'Anna,-,,-,15,-,19,-,-,2,36,21,21,0,22-Nov-20,
23011,Bosco Chiesanuova,-,,-,6,-,11,2,1,10,30,24,24,0,22-Nov-20,
23012,Bovolone,-,,1,106,1,150,5,7,42,312,204,199,5,22-Nov-20,
23013,Brentino Belluno,-,,-,-,-,1,1,1,1,4,4,4,0,22-Nov-20,
23014,Brenzone,-,,-,1,-,6,-,-,20,27,26,26,0,22-Nov-20,
23015,Bussolengo,6,,-,29,2,80,19,17,122,275,238,239,-1,22-Nov-20,
23016,Buttapietra,-,,-,36,1,45,-,5,18,105,68,67,1,22-Nov-20,
23017,Caldiero,1,,-,8,-,26,1,1,18,55,46,48,-2,22-Nov-20,
23018,Caprino Veronese,-,,-,7,-,31,1,3,41,83,76,78,-2,22-Nov-20,
23019,Casaleone,2,,-,20,-,35,-,4,9,70,48,50,-2,22-Nov-20,
23020,Castagnaro,-,,-,6,-,20,-,3,7,36,30,27,3,22-Nov-20,
23021,Castel D'Azzano,-,,-,34,-,66,9,4,28,141,107,112,-5,22-Nov-20,
23022,Castelnuovo Del Garda,1,,-,14,1,52,6,4,95,173,157,164,-7,22-Nov-20,
23023,Cavaion Veronese,-,,-,4,-,20,1,3,27,55,51,57,-6,22-Nov-20,
23024,Cazzano Di Tramigna,-,,-,4,-,11,-,-,5,20,16,17,-1,22-Nov-20,
23025,Cerea,-,,-,48,2,102,13,6,25,196,146,156,-10,22-Nov-20,
23026,Cerro Veronese,-,,-,8,1,12,-,-,5,26,17,18,-1,22-Nov-20,
23027,Cologna Veneta,-,,-,11,-,26,-,4,26,67,56,57,-1,22-Nov-20,
23028,Colognola Ai Colli,3,,2,10,2,38,4,-,15,74,57,60,-3,22-Nov-20,
23029,Concamarise,-,,-,-,-,2,-,-,6,8,8,9,-1,22-Nov-20,
23030,Costermano,-,,-,3,-,9,-,1,14,27,24,24,0,22-Nov-20,
23031,Dolce',-,,-,6,-,11,2,-,21,40,34,33,1,22-Nov-20,
23032,Erbe',-,,-,-,-,7,-,4,8,19,19,19,0,22-Nov-20,
23033,Erbezzo,-,,-,1,-,4,1,1,4,11,10,9,1,22-Nov-20,
23034,Ferrara di Monte Baldo,-,,-,-,-,-,-,-,1,1,1,1,0,22-Nov-20,
23035,Fumane,-,,-,10,-,22,1,1,9,43,33,33,0,22-Nov-20,
23036,Garda,3,,-,8,-,6,1,-,11,29,18,19,-1,22-Nov-20,
23037,Gazzo Veronese,-,,-,15,1,35,1,4,15,71,55,56,-1,22-Nov-20,
23038,Grezzana,2,,-,14,-,54,-,1,25,96,80,81,-1,22-Nov-20,
23039,Illasi,-,,-,16,1,44,24,2,9,96,79,80,-1,22-Nov-20,
23040,Isola Della Scala,3,,-,17,-,46,23,19,96,204,184,186,-2,22-Nov-20,
23041,Isola Rizza,-,,-,4,1,14,37,2,16,74,69,70,-1,22-Nov-20,
23042,Lavagno,1,,-,10,3,34,-,3,24,75,61,62,-1,22-Nov-20,
23043,Lazise,-,,-,1,-,15,2,4,27,49,48,48,0,22-Nov-20,
23044,Legnago,1,,-,129,5,161,2,7,50,355,220,225,-5,22-Nov-20,
23045,Malcesine,-,,-,-,-,5,-,1,16,22,22,22,0,22-Nov-20,
23046,Marano Di Valpolicella,-,,-,11,-,15,-,-,14,40,29,32,-3,22-Nov-20,
23047,Mezzane Di Sotto,2,,-,6,-,13,-,1,2,24,16,19,-3,22-Nov-20,
23048,Minerbe,-,,-,12,-,48,38,-,22,120,108,106,2,22-Nov-20,
23049,Montecchia Di Crosara,-,,-,12,1,24,-,2,24,63,50,50,0,22-Nov-20,
23050,Monteforte D'Alpone,-,,-,14,-,50,20,1,51,136,122,117,5,22-Nov-20,
23051,Mozzecane,-,,-,17,-,52,1,3,66,139,122,124,-2,22-Nov-20,
23052,Negrar,1,,-,7,1,56,14,11,99,189,180,178,2,22-Nov-20,
23053,Nogara,2,,-,13,-,47,43,7,27,139,124,126,-2,22-Nov-20,
23054,Nogarole Rocca,2,,-,4,-,13,8,3,32,62,56,57,-1,22-Nov-20,
23055,Oppeano,-,,3,65,2,49,11,5,27,162,92,100,-8,22-Nov-20,
23056,Palu',-,,-,2,-,4,-,1,2,9,7,7,0,22-Nov-20,
23057,Pastrengo,-,,-,5,-,14,15,4,6,44,39,44,-5,22-Nov-20,
23058,Pescantina,-,,-,24,1,64,6,4,81,180,155,156,-1,22-Nov-20,
23059,Peschiera Del Garda,1,,-,1,-,18,1,5,76,102,100,103,-3,22-Nov-20,
23060,Povegliano Veronese,-,,-,12,1,33,-,10,53,109,96,96,0,22-Nov-20,
23061,Pressana,-,,-,2,-,13,-,-,1,16,14,14,0,22-Nov-20,
23062,Rivoli Veronese,-,,-,2,2,6,-,2,20,32,28,26,2,22-Nov-20,
23063,Ronca',1,,-,13,-,24,-,2,19,59,45,50,-5,22-Nov-20,
23064,Ronco All'Adige,-,,-,14,4,21,1,6,15,61,43,43,0,22-Nov-20,
23065,Roverchiara,3,,-,6,2,11,1,2,9,34,23,24,-1,22-Nov-20,
23066,Roveredo Di Gua',-,,-,1,-,2,-,2,3,8,7,7,0,22-Nov-20,
23067,Rovere' Veronese,-,,-,4,-,4,-,-,3,11,7,7,0,22-Nov-20,
23068,Salizzole,-,,-,26,3,46,2,1,6,84,55,56,-1,22-Nov-20,
23069,San Bonifacio,5,,1,44,1,142,12,3,62,270,219,218,1,22-Nov-20,
23070,San Giovanni Ilarione,1,,-,11,-,40,-,1,27,80,68,66,2,22-Nov-20,
23071,San Giovanni Lupatoto,-,,-,69,-,128,9,5,67,278,209,217,-8,22-Nov-20,
23072,Sanguinetto,-,,-,20,-,22,15,1,12,70,50,54,-4,22-Nov-20,
23073,San Martino Buon Albergo,4,,-,40,1,70,31,3,40,189,144,149,-5,22-Nov-20,
23074,San Mauro Di Saline,-,,-,-,-,-,-,-,1,1,1,-,1,22-Nov-20,
23075,San Pietro Di Morubio,-,,1,26,1,25,1,4,11,69,41,39,2,22-Nov-20,
23076,San Pietro In Cariano,1,,-,22,-,49,4,9,55,140,117,120,-3,22-Nov-20,
23077,Sant'Ambrogio Di Valpolicella,-,,-,21,-,33,7,5,46,112,91,92,-1,22-Nov-20,
23078,Sant'Anna D'Alfaedo,-,,-,1,-,7,-,3,4,15,14,19,-5,22-Nov-20,
23079,San Zeno Di Montagna,-,,-,-,-,2,-,1,-,3,3,3,0,22-Nov-20,
23080,Selva Di Progno,-,,-,7,-,6,-,-,-,13,6,6,0,22-Nov-20,
23081,Soave,-,,-,34,-,76,7,1,38,156,122,123,-1,22-Nov-20,
23082,Sommacampagna,-,,-,21,-,66,3,13,130,233,212,213,-1,22-Nov-20,
23083,Sona,-,,-,19,-,81,3,7,110,220,201,204,-3,22-Nov-20,
23084,Sorga',-,,-,4,-,16,-,2,3,25,21,23,-2,22-Nov-20,
23085,Terrazzo,-,,-,11,-,11,-,-,3,25,14,14,0,22-Nov-20,
23086,Torri Del Benaco,1,,-,-,-,-,-,-,7,8,7,7,0,22-Nov-20,
23087,Tregnago,-,,-,10,-,23,4,1,20,58,48,48,0,22-Nov-20,
23088,Trevenzuolo,-,,-,3,-,24,2,-,37,66,63,64,-1,22-Nov-20,
23089,Valeggio Sul Mincio,-,,-,12,-,68,-,13,83,176,164,171,-7,22-Nov-20,
23090,Velo Veronese,-,,-,-,-,2,-,-,3,5,5,6,-1,22-Nov-20,
23091,Verona,18,,1,630,12,116,53,116,749,2739,2078,2086,-8,22-Nov-20,
23092,Veronella,-,,-,42,-,32,-,-,15,89,47,45,2,22-Nov-20,
23093,Vestenanova,-,,-,1,-,7,-,-,9,17,16,17,-1,22-Nov-20,
23094,Vigasio,4,,-,12,-,44,4,4,61,129,113,114,-1,22-Nov-20,
23095,Villa Bartolomea,-,,-,27,-,29,-,1,11,68,41,41,0,22-Nov-20,
23096,Villafranca Di Verona,1,,-,30,-,145,4,28,189,397,366,376,-10,22-Nov-20,
23097,Zevio,-,,-,32,3,70,1,3,35,144,109,114,-5,22-Nov-20,
23098,Zimella,1,,-,9,-,20,-,2,38,70,60,60,0,22-Nov-20,
23001,Affi,-,,-,3,-,6,1,2,5,17,14,21,-7,26-Nov-20,
23002,Albaredo D'Adige,-,,-,27,1,29,2,-,10,69,41,42,-1,26-Nov-20,
23003,Angiari,-,,-,6,-,14,-,2,4,26,20,20,0,26-Nov-20,
23004,Arcole,-,,-,16,-,50,-,2,12,80,64,67,-3,26-Nov-20,
23005,Badia Calavena,-,,-,6,-,8,-,-,1,15,9,16,-7,26-Nov-20,
23006,Bardolino,2,,-,19,3,33,3,3,28,91,67,69,-2,26-Nov-20,
23007,Belfiore,-,,-,11,-,21,-,-,6,38,27,27,0,26-Nov-20,
23008,Bevilacqua,-,,-,7,1,20,-,1,4,33,25,24,1,26-Nov-20,
23009,Bonavigo,-,,-,3,-,11,-,2,5,21,18,18,0,26-Nov-20,
23010,Boschi Sant'Anna,-,,-,7,-,16,-,-,2,25,18,17,1,26-Nov-20,
23011,Bosco Chiesanuova,-,,-,11,-,11,1,1,2,26,15,15,0,26-Nov-20,
23012,Bovolone,2,,-,59,1,135,3,10,55,265,203,213,-10,26-Nov-20,
23013,Brentino Belluno,-,,-,1,-,1,1,1,1,5,4,4,0,26-Nov-20,
23014,Brenzone,-,,-,2,-,17,-,-,13,32,30,29,1,26-Nov-20,
23015,Bussolengo,-,,-,24,2,88,21,12,109,256,230,239,-9,26-Nov-20,
23016,Buttapietra,-,,-,48,1,51,2,4,12,118,69,73,-4,26-Nov-20,
23017,Caldiero,-,,-,14,-,34,2,1,21,72,58,60,-2,26-Nov-20,
23018,Caprino Veronese,-,,-,6,-,34,1,4,36,81,75,83,-8,26-Nov-20,
23019,Casaleone,-,,-,13,-,35,-,3,15,66,53,53,0,26-Nov-20,
23020,Castagnaro,-,,1,4,-,29,-,3,7,44,39,37,2,26-Nov-20,
23021,Castel D'Azzano,-,,-,68,1,79,11,6,19,184,115,118,-3,26-Nov-20,
23022,Castelnuovo Del Garda,-,,-,48,1,69,9,7,77,211,162,172,-10,26-Nov-20,
23023,Cavaion Veronese,-,,-,12,-,25,2,3,24,66,54,57,-3,26-Nov-20,
23024,Cazzano Di Tramigna,-,,-,5,-,14,-,-,7,26,21,19,2,26-Nov-20,
23025,Cerea,-,,-,77,2,110,17,5,34,245,166,171,-5,26-Nov-20,
23026,Cerro Veronese,-,,-,4,1,9,-,-,8,22,17,14,3,26-Nov-20,
23027,Cologna Veneta,-,,-,26,-,33,1,3,30,93,67,66,1,26-Nov-20,
23028,Colognola Ai Colli,2,,3,26,-,42,6,3,30,112,81,76,5,26-Nov-20,
23029,Concamarise,-,,-,16,-,11,-,-,3,30,14,18,-4,26-Nov-20,
23030,Costermano,-,,-,8,-,15,-,1,14,38,30,32,-2,26-Nov-20,
23031,Dolce',-,,-,6,-,15,2,-,16,39,33,37,-4,26-Nov-20,
23032,Erbe',-,,-,5,-,12,-,4,9,30,25,26,-1,26-Nov-20,
23033,Erbezzo,-,,-,2,-,5,1,1,4,13,11,12,-1,26-Nov-20,
23034,Ferrara di Monte Baldo,-,,-,3,-,1,-,-,1,5,2,2,0,26-Nov-20,
23035,Fumane,-,,-,24,-,22,1,1,5,53,29,31,-2,26-Nov-20,
23036,Garda,3,,-,12,-,7,1,1,10,34,19,21,-2,26-Nov-20,
23037,Gazzo Veronese,-,,-,16,1,27,1,3,13,61,44,44,0,26-Nov-20,
23038,Grezzana,2,,-,47,1,73,-,1,20,144,94,97,-3,26-Nov-20,
23039,Illasi,-,,-,13,1,35,13,4,12,78,64,72,-8,26-Nov-20,
23040,Isola Della Scala,1,,-,38,1,46,30,21,92,229,189,197,-8,26-Nov-20,
23041,Isola Rizza,-,,-,13,1,14,19,1,23,71,57,61,-4,26-Nov-20,
23042,Lavagno,1,,-,21,3,43,-,1,23,92,67,66,1,26-Nov-20,
23043,Lazise,-,,-,5,-,14,2,5,26,52,47,48,-1,26-Nov-20,
23044,Legnago,1,,6,130,4,140,3,10,47,341,200,220,-20,26-Nov-20,
23045,Malcesine,-,,-,2,1,11,-,1,16,31,28,26,2,26-Nov-20,
23046,Marano Di Valpolicella,-,,-,12,-,18,-,1,15,46,34,35,-1,26-Nov-20,
23047,Mezzane Di Sotto,2,,-,9,1,16,1,2,2,33,21,22,-1,26-Nov-20,
23048,Minerbe,-,,-,9,-,36,38,1,15,99,90,97,-7,26-Nov-20,
23049,Montecchia Di Crosara,-,,-,32,1,37,-,2,24,96,63,66,-3,26-Nov-20,
23050,Monteforte D'Alpone,-,,-,31,-,60,16,1,45,153,122,109,13,26-Nov-20,
23051,Mozzecane,-,,-,25,-,53,3,4,74,159,134,128,6,26-Nov-20,
23052,Negrar,1,,-,38,-,62,14,9,94,218,179,181,-2,26-Nov-20,
23053,Nogara,2,,-,25,-,47,41,8,20,143,116,123,-7,26-Nov-20,
23054,Nogarole Rocca,2,,-,17,-,14,10,3,36,82,63,60,3,26-Nov-20,
23055,Oppeano,-,,1,73,1,70,6,6,35,192,117,123,-6,26-Nov-20,
23056,Palu',-,,-,2,-,3,-,2,1,8,6,7,-1,26-Nov-20,
23057,Pastrengo,-,,-,4,-,10,9,3,13,39,35,39,-4,26-Nov-20,
23058,Pescantina,-,,-,51,1,68,3,8,77,208,156,165,-9,26-Nov-20,
23059,Peschiera Del Garda,1,,-,10,-,30,1,3,78,123,112,113,-1,26-Nov-20,
23060,Povegliano Veronese,-,,-,28,1,33,3,9,47,121,92,100,-8,26-Nov-20,
23061,Pressana,-,,-,8,-,11,-,-,5,24,16,20,-4,26-Nov-20,
23062,Rivoli Veronese,-,,-,4,2,4,-,1,21,32,26,29,-3,26-Nov-20,
23063,Ronca',1,,-,29,-,35,-,1,22,88,58,55,3,26-Nov-20,
23064,Ronco All'Adige,-,,-,39,-,25,1,5,15,85,46,47,-1,26-Nov-20,
23065,Roverchiara,3,,-,11,2,13,-,1,6,36,20,24,-4,26-Nov-20,
23066,Roveredo Di Gua',-,,-,3,-,2,-,2,6,13,10,8,2,26-Nov-20,
23067,Rovere' Veronese,-,,-,3,-,4,-,-,2,9,6,6,0,26-Nov-20,
23068,Salizzole,-,,-,13,-,44,2,-,19,78,65,74,-9,26-Nov-20,
23069,San Bonifacio,3,,-,68,3,129,6,3,74,286,212,226,-14,26-Nov-20,
23070,San Giovanni Ilarione,1,,-,17,-,35,-,1,26,80,62,59,3,26-Nov-20,
23071,San Giovanni Lupatoto,-,,-,102,2,159,11,11,46,331,227,238,-11,26-Nov-20,
23072,Sanguinetto,-,,-,23,-,24,13,2,14,76,53,56,-3,26-Nov-20,
23073,San Martino Buon Albergo,-,,-,52,1,78,28,7,38,204,151,162,-11,26-Nov-20,
23074,San Mauro Di Saline,-,,-,1,-,1,-,1,1,4,3,3,0,26-Nov-20,
23075,San Pietro Di Morubio,-,,-,11,-,23,1,2,7,44,33,35,-2,26-Nov-20,
23076,San Pietro In Cariano,1,,-,29,-,49,2,7,50,138,108,110,-2,26-Nov-20,
23077,Sant'Ambrogio Di Valpolicella,-,,-,26,-,26,6,6,45,109,83,91,-8,26-Nov-20,
23078,Sant'Anna D'Alfaedo,-,,-,1,-,3,-,2,7,13,12,10,2,26-Nov-20,
23079,San Zeno Di Montagna,-,,-,1,-,5,1,3,4,14,13,12,1,26-Nov-20,
23080,Selva Di Progno,-,,-,1,-,4,-,-,-,5,4,6,-2,26-Nov-20,
23081,Soave,-,,-,24,-,71,10,1,38,144,120,119,1,26-Nov-20,
23082,Sommacampagna,1,,-,35,-,50,5,9,120,220,184,195,-11,26-Nov-20,
23083,Sona,-,,-,42,-,73,2,6,112,235,193,197,-4,26-Nov-20,
23084,Sorga',-,,-,8,-,23,-,1,6,38,30,30,0,26-Nov-20,
23085,Terrazzo,-,,-,4,-,6,-,3,2,15,11,12,-1,26-Nov-20,
23086,Torri Del Benaco,-,,-,4,-,7,-,1,6,18,14,16,-2,26-Nov-20,
23087,Tregnago,-,,-,14,-,27,4,1,9,55,41,43,-2,26-Nov-20,
23088,Trevenzuolo,-,,-,12,-,34,2,1,27,76,64,71,-7,26-Nov-20,
23089,Valeggio Sul Mincio,-,,-,45,-,53,3,11,78,190,145,147,-2,26-Nov-20,
23090,Velo Veronese,-,,-,2,-,4,-,-,1,7,5,7,-2,26-Nov-20,
23091,Verona,10,,2,761,7,1306,68,113,768,3035,2255,2262,-7,26-Nov-20,
23092,Veronella,-,,-,9,1,34,-,1,19,64,54,59,-5,26-Nov-20,
23093,Vestenanova,-,,-,7,-,10,-,-,5,22,15,16,-1,26-Nov-20,
23094,Vigasio,5,,-,37,-,51,3,3,60,159,117,118,-1,26-Nov-20,
23095,Villa Bartolomea,-,,-,30,1,42,-,3,14,90,59,53,6,26-Nov-20,
23096,Villafranca Di Verona,-,,-,57,-,194,16,22,188,477,420,404,16,26-Nov-20,
23097,Zevio,-,,-,59,1,110,-,3,38,211,151,152,-1,26-Nov-20,
23098,Zimella,-,,-,18,-,34,-,1,27,80,62,66,-4,26-Nov-20,
23001,Affi,-,,-,3,-,6,1,2,6,18,15,14,1,27-Nov-20,
23002,Albaredo D'Adige,-,,-,26,1,26,2,-,12,67,40,41,-1,27-Nov-20,
23003,Angiari,-,,-,6,-,8,-,2,4,20,14,20,-6,27-Nov-20,
23004,Arcole,-,,-,17,-,38,-,2,13,70,53,64,-11,27-Nov-20,
23005,Badia Calavena,-,,-,5,-,5,-,-,2,12,7,9,-2,27-Nov-20,
23006,Bardolino,-,,-,17,3,30,3,3,26,82,62,67,-5,27-Nov-20,
23007,Belfiore,-,,-,7,-,21,-,-,7,35,28,27,1,27-Nov-20,
23008,Bevilacqua,-,,-,7,1,14,-,1,8,31,23,25,-2,27-Nov-20,
23009,Bonavigo,-,,-,3,-,8,-,3,10,24,21,18,3,27-Nov-20,
23010,Boschi Sant'Anna,-,,-,5,-,7,-,-,1,13,8,18,-10,27-Nov-20,
23011,Bosco Chiesanuova,-,,-,11,-,7,11,1,2,32,21,15,6,27-Nov-20,
23012,Bovolone,2,,-,57,2,129,1,12,56,259,198,203,-5,27-Nov-20,
23013,Brentino Belluno,-,,-,1,-,1,1,2,1,6,5,4,1,27-Nov-20,
23014,Brenzone,-,,-,2,-,15,-,-,14,31,29,30,-1,27-Nov-20,
23015,Bussolengo,-,,-,17,2,71,12,15,113,230,211,230,-19,27-Nov-20,
23016,Buttapietra,-,,-,41,1,46,2,4,17,111,69,69,0,27-Nov-20,
23017,Caldiero,-,,-,14,-,32,2,1,18,67,53,58,-5,27-Nov-20,
23018,Caprino Veronese,-,,-,4,-,28,1,4,36,73,69,75,-6,27-Nov-20,
23019,Casaleone,-,,-,10,-,31,-,6,14,61,51,53,-2,27-Nov-20,
23020,Castagnaro,-,,1,8,-,28,-,3,6,46,37,39,-2,27-Nov-20,
23021,Castel D'Azzano,-,,-,48,1,72,6,5,23,155,106,115,-9,27-Nov-20,
23022,Castelnuovo Del Garda,-,,-,44,1,61,6,7,79,198,153,162,-9,27-Nov-20,
23023,Cavaion Veronese,-,,-,11,-,20,2,3,25,61,50,54,-4,27-Nov-20,
